Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,Yaris,1.4,Petrol,2012,102450,9907
VW,Polo,1.2,Petrol,2004,159228,3052
BMW,M5,4.0,Petrol,2008,93810,34039
Ford,Fiesta,1.0,Petrol,2007,60660,6921
VW,Golf,1.6,Hybrid,1992,260557,917
BMW,Z4,2.0,Petrol,1995,206258,2249
Ford,Mondeo,2.0,Diesel,1990,170060,2080
Ford,Focus,1.6,Petrol,1995,79437,5031
VW,Polo,1.0,Petrol,1995,201962,1059
Toyota,Prius,1.0,Hybrid,2000,215335,2311
VW,Polo,1.6,Petrol,2010,58375,11137
VW,Passat,2.0,Petrol,1999,166866,3918
Toyota,Prius,1.8,Hybrid,1993,196582,2296
VW,Passat,1.6,Diesel,1991,165322,2186
Toyota,RAV4,2.2,Hybrid,2000,12245,18184
Toyota,Yaris,1.2,Hybrid,2021,13737,35361
VW,Polo,2.0,Petrol,2019,25388,27682
VW,Golf,1.8,Diesel,1994,94438,3961
Ford,Focus,1.6,Petrol,1996,170763,2652
Porsche,718 Cayman,2.0,Petrol,2012,97393,20537
Toyota,Yaris,1.4,Petrol,2018,29265,23912
VW,Polo,1.4,Petrol,2001,216561,1642
Toyota,Yaris,1.2,Petrol,2011,70457,10746
Porsche,911,3.5,Petrol,1991,66112,14679
Toyota,Yaris,1.0,Petrol,2016,26137,18004
Ford,Focus,1.8,Diesel,2017,42690,30817
BMW,Z4,2.4,Petrol,2022,5639,64236
Toyota,Yaris,1.4,Hybrid,1990,180636,1464
Toyota,Prius,1.8,Hybrid,1999,206392,3141
Ford,Focus,1.6,Diesel,2019,24200,36976
BMW,M5,5.0,Petrol,1991,221986,4268
Toyota,Prius,1.8,Hybrid,1991,47087,6289
Ford,Fiesta,1.0,Petrol,2012,46135,10585
VW,Golf,1.4,Diesel,1992,127561,2383
VW,Passat,1.6,Diesel,1997,181847,2834
BMW,X3,3.0,Diesel,2018,49834,47169
Ford,Fiesta,1.2,Petrol,2010,82499,7997
Toyota,Yaris,1.4,Hybrid,1991,172937,1672
Toyota,Yaris,1.2,Hybrid,2016,60954,19159
Toyota,RAV4,2.0,Hybrid,2004,124471,10783
BMW,X3,2.0,Diesel,1997,249994,1906
Ford,Mondeo,2.0,Diesel,1987,286299,595
Ford,Focus,1.4,Diesel,2001,129253,5103
Toyota,RAV4,2.4,Hybrid,1991,114686,5352
Ford,Focus,1.8,Petrol,2003,56093,10619
VW,Golf,2.0,Petrol,2011,6000,21396
BMW,M5,5.0,Petrol,1992,323983,1755
Ford,Focus,1.0,Diesel,1990,203469,1111
VW,Passat,1.6,Diesel,1998,192108,2772
Toyota,Prius,1.0,Hybrid,2019,25780,34375
VW,Polo,1.6,Petrol,1992,204786,1070
Toyota,Prius,1.4,Hybrid,2009,31268,20238
VW,Polo,1.0,Petrol,2009,84578,6908
Toyota,Prius,1.8,Hybrid,2019,26951,45815
Toyota,Prius,1.8,Hybrid,2014,49042,28792
Toyota,Prius,1.4,Hybrid,2007,104098,10941
Toyota,Prius,1.4,Hybrid,1996,77408,6355
VW,Golf,1.8,Petrol,2009,109944,9151
VW,Golf,1.8,Petrol,2012,73234,14525
Ford,Mondeo,2.0,Diesel,2011,38395,22139
Toyota,Prius,1.8,Hybrid,2003,90320,10501
VW,Polo,1.2,Petrol,2017,53409,15875
Toyota,Prius,1.4,Hybrid,2005,137724,7391
VW,Golf,2.0,Diesel,2021,8087,43287
Toyota,RAV4,2.2,Petrol,1993,184766,2756
VW,Passat,1.8,Diesel,2018,29621,37247
VW,Golf,1.6,Petrol,2009,72582,11261
VW,Passat,1.4,Petrol,2019,18890,35513
Toyota,RAV4,2.2,Petrol,1995,208487,2557
Ford,Focus,2.0,Diesel,1998,123353,5228
Ford,Fiesta,1.4,Petrol,1991,156207,1384
Toyota,Prius,1.0,Hybrid,1994,112795,3642
VW,Passat,1.8,Diesel,1992,39615,6207
Toyota,Prius,1.8,Hybrid,1997,139267,4856
Ford,Focus,1.6,Diesel,2016,61006,24233
VW,Passat,1.4,Diesel,2008,113304,9633
VW,Polo,1.4,Diesel,1991,145901,1623
Toyota,Yaris,1.4,Hybrid,2005,58982,10067
Toyota,Prius,1.8,Hybrid,2000,174376,4437
Ford,Mondeo,2.0,Diesel,2016,51059,28601
Toyota,Yaris,1.4,Petrol,2005,111198,5821
VW,Passat,1.8,Diesel,1997,140421,4245
Ford,Fiesta,1.4,Petrol,2002,131404,3522
VW,Polo,2.0,Petrol,2018,30228,25193
Ford,Focus,1.6,Petrol,1992,157812,2264
Toyota,Prius,1.4,Hybrid,2016,32938,31962
Toyota,Yaris,1.2,Petrol,1991,103450,2245
Ford,Mondeo,1.8,Diesel,2019,10117,41948
Toyota,Yaris,1.4,Petrol,2011,99624,9462
Ford,Focus,1.0,Petrol,2014,35503,18695
Ford,Focus,2.0,Petrol,1993,236635,1356
Ford,Mondeo,1.8,Diesel,1996,202468,2224
Ford,Fiesta,1.0,Petrol,2007,48869,7458
Ford,Focus,1.8,Petrol,2005,74439,10755
BMW,M5,5.0,Petrol,1987,256429,2384
VW,Passat,2.0,Diesel,2016,51527,30129
Toyota,Prius,1.8,Hybrid,1997,161316,4055
VW,Polo,2.0,Petrol,2019,22375,28153
VW,Passat,1.8,Diesel,2009,72319,15658
VW,Golf,1.6,Diesel,2000,126330,4385
VW,Passat,1.4,Diesel,2015,67299,21303
Toyota,RAV4,2.0,Hybrid,2000,169048,5751
Ford,Focus,1.0,Petrol,2006,129025,5742
Ford,Fiesta,1.4,Petrol,2007,67643,7823
VW,Polo,2.0,Diesel,2014,37356,19435
VW,Passat,2.0,Diesel,1998,169042,3778
BMW,X3,2.0,Petrol,1991,194849,2000
Ford,Fiesta,1.2,Petrol,1991,291741,379
VW,Golf,1.4,Petrol,1995,281418,718
Ford,Fiesta,1.4,Petrol,1997,175584,1755
BMW,X3,2.4,Petrol,2013,34795,31529
Ford,Fiesta,1.4,Petrol,1997,227371,1112
Porsche,911,2.2,Petrol,2001,78558,20846
Porsche,718 Cayman,2.4,Petrol,2001,83481,11930
Ford,Focus,1.8,Petrol,2019,15612,39157
Ford,Mondeo,2.0,Diesel,1995,213339,1991
Ford,Fiesta,1.2,Petrol,2000,142149,2620
VW,Golf,1.8,Petrol,2011,27009,18116
VW,Passat,2.0,Diesel,2016,66107,27433
Toyota,Yaris,1.4,Hybrid,2006,107081,7701
VW,Passat,1.6,Diesel,2006,121686,8453
Toyota,RAV4,1.8,Hybrid,2018,42780,45912
Ford,Mondeo,1.6,Hybrid,1996,197053,2513
Toyota,Yaris,1.2,Petrol,2004,127007,4466
VW,Polo,2.0,Petrol,2011,36346,15245
Ford,Mondeo,2.0,Diesel,2000,141343,5135
Toyota,Yaris,1.0,Petrol,2016,30889,17523
Toyota,Yaris,1.2,Petrol,1988,180368,991
Ford,Fiesta,1.2,Petrol,2000,106802,3446
VW,Passat,1.6,Diesel,2004,145825,6111
Toyota,Prius,1.0,Hybrid,2016,39944,25919
VW,Passat,1.8,Diesel,1999,100110,6612
VW,Polo,1.4,Petrol,2003,148210,3377
Toyota,Prius,1.0,Hybrid,2007,114509,8553
Toyota,RAV4,2.0,Hybrid,2001,84809,11837
Toyota,Prius,1.0,Hybrid,2000,187437,2956
Toyota,Prius,1.0,Hybrid,2000,121904,5068
Toyota,RAV4,2.4,Hybrid,1999,105587,9769
Ford,Fiesta,1.0,Diesel,1996,168251,1550
VW,Golf,1.6,Petrol,2001,136293,4127
BMW,Z4,2.4,Petrol,1991,243074,1353
Porsche,911,3.0,Petrol,1996,201184,6571
Porsche,718 Cayman,4.0,Petrol,2004,101847,16493
VW,Golf,1.6,Diesel,1997,192299,2077
Ford,Fiesta,1.0,Petrol,2001,114687,3169
Toyota,RAV4,2.4,Hybrid,2003,109859,12354
BMW,M5,4.4,Petrol,2003,118159,21350
BMW,X3,3.0,Diesel,2013,70086,29656
Ford,Focus,1.6,Diesel,2009,94574,12075
Toyota,Yaris,1.4,Petrol,2002,91399,5511
Toyota,RAV4,2.4,Hybrid,1988,293430,917
VW,Golf,1.4,Petrol,2004,135762,4736
Toyota,Yaris,1.2,Petrol,2000,150704,2830
Ford,Fiesta,1.4,Petrol,2016,23489,18674
VW,Golf,1.8,Petrol,1995,153174,2560
VW,Polo,2.0,Petrol,2009,90092,9397
Toyota,Prius,1.8,Hybrid,1995,140770,4199
VW,Golf,2.0,Diesel,2009,64033,13992
Toyota,Yaris,1.4,Petrol,2006,148166,4655
Toyota,RAV4,2.2,Petrol,2000,170734,4955
Toyota,Prius,1.4,Hybrid,1994,233219,1559
Toyota,Yaris,1.2,Petrol,2019,14052,25745
Ford,Mondeo,1.8,Diesel,2018,39417,33290
BMW,Z4,2.0,Petrol,2017,20568,38804
Ford,Fiesta,1.2,Petrol,1987,168547,885
Ford,Focus,1.6,Petrol,2021,13480,42668
BMW,X3,2.0,Petrol,2011,57161,21962
VW,Polo,1.0,Petrol,2019,23809,19748
Toyota,RAV4,2.0,Hybrid,1997,257710,2135
Ford,Focus,1.4,Petrol,2004,67853,9274
Ford,Mondeo,1.6,Diesel,1994,105741,4056
Ford,Mondeo,2.0,Diesel,1996,182754,2784
Ford,Focus,1.8,Petrol,2005,36535,13682
BMW,Z4,3.0,Petrol,2011,75816,22649
Ford,Focus,1.8,Diesel,1991,96407,3807
Porsche,718 Cayman,4.0,Petrol,2010,71237,30517
Ford,Fiesta,1.2,Petrol,2021,7274,26329
Ford,Fiesta,1.4,Petrol,2006,55162,7936
Ford,Focus,1.8,Hybrid,1993,270405,1129
VW,Passat,1.6,Petrol,2012,83208,15938
Ford,Fiesta,1.4,Petrol,2005,64052,7010
VW,Golf,1.6,Petrol,2015,18894,23332
Ford,Fiesta,1.4,Petrol,2014,75133,11864
VW,Passat,1.4,Petrol,1997,170248,2788
Ford,Mondeo,1.6,Diesel,1994,57517,5665
BMW,M5,5.0,Petrol,2016,18097,104908
Porsche,718 Cayman,2.0,Petrol,2009,74117,19799
VW,Passat,1.6,Diesel,1993,189701,2028
BMW,Z4,3.0,Petrol,2017,34953,43791
VW,Polo,1.6,Petrol,1993,181151,1406
VW,Polo,1.2,Petrol,2000,235017,1203
BMW,Z4,2.0,Petrol,2009,96610,13983
Porsche,Cayenne,4.0,Petrol,2004,107223,18767
Ford,Fiesta,1.0,Petrol,1994,108395,2084
BMW,X3,3.0,Diesel,2011,83806,23632
Porsche,718 Cayman,2.4,Petrol,2000,81813,11291
VW,Golf,1.8,Diesel,1994,160405,2368
Ford,Mondeo,1.6,Diesel,1999,93083,6209
VW,Golf,1.2,Petrol,2000,114202,3971
Toyota,Prius,1.0,Hybrid,2022,5361,46869
VW,Polo,1.6,Petrol,2001,141640,3332
Ford,Focus,2.0,Petrol,2000,128078,5484
Ford,Mondeo,1.6,Diesel,2016,75707,21777
VW,Golf,1.6,Diesel,1992,293143,590
Porsche,Cayenne,4.0,Petrol,2012,50971,47081
Toyota,Prius,1.0,Hybrid,1997,124306,4073
Ford,Fiesta,1.2,Petrol,2001,20328,6472
Toyota,RAV4,2.2,Hybrid,2014,34448,40853
Toyota,Yaris,1.4,Hybrid,2016,67486,19827
Porsche,718 Cayman,2.4,Petrol,2009,98599,18258
VW,Golf,1.4,Diesel,2009,80220,10499
Toyota,Prius,1.0,Hybrid,1984,302522,354
Ford,Mondeo,1.6,Diesel,1989,254613,819
Toyota,RAV4,2.4,Hybrid,2004,104616,13732
VW,Passat,1.4,Diesel,1998,192820,2577
Toyota,Yaris,1.0,Petrol,2009,74884,8333
Toyota,RAV4,1.8,Hybrid,2018,16258,53449
VW,Polo,1.6,Petrol,2001,107952,4329
VW,Golf,2.0,Petrol,1995,124215,3401
VW,Polo,1.6,Petrol,1997,191158,1684
Toyota,RAV4,1.8,Hybrid,2000,206390,3947
VW,Polo,1.6,Petrol,2001,163687,2780
Ford,Mondeo,1.6,Diesel,2015,48917,24253
Ford,Focus,1.0,Petrol,1987,191323,964
VW,Polo,1.6,Diesel,1999,108730,3955
Toyota,RAV4,2.2,Hybrid,2014,64601,33876
VW,Golf,1.8,Petrol,1994,130142,2882
VW,Polo,1.6,Diesel,2017,43848,20421
Toyota,Yaris,1.0,Hybrid,1998,88126,4381
VW,Polo,1.4,Petrol,2007,130507,5081
Ford,Mondeo,1.8,Diesel,2017,42313,30606
Toyota,RAV4,1.8,Hybrid,2009,139996,12630
Toyota,Prius,1.4,Hybrid,1997,172678,3250
VW,Golf,1.8,Diesel,2018,30835,29678
Ford,Fiesta,1.0,Petrol,1995,245221,698
Ford,Mondeo,2.0,Diesel,2006,60681,13812
Ford,Mondeo,1.8,Diesel,2014,62993,22003
BMW,X3,2.0,Petrol,1989,227215,1312
Toyota,Yaris,1.2,Hybrid,1999,149822,3200
VW,Golf,1.8,Petrol,2005,141977,5462
BMW,Z4,2.0,Petrol,1992,259074,1138
Ford,Mondeo,1.8,Diesel,2016,33896,30100
Ford,Focus,2.0,Diesel,2019,17017,43011
Porsche,911,2.6,Petrol,2018,29307,96048
BMW,M5,4.0,Petrol,2013,45946,65379
Toyota,Yaris,1.4,Hybrid,1996,175225,2288
VW,Passat,1.8,Diesel,1995,169499,2923
Ford,Fiesta,1.4,Petrol,1992,241753,698
Ford,Focus,1.4,Petrol,2011,82694,13370
Toyota,Yaris,1.2,Petrol,1986,160296,1028
Ford,Mondeo,1.8,Diesel,2004,141667,6344
VW,Passat,1.8,Diesel,2019,18017,42484
Ford,Fiesta,1.0,Petrol,1993,286577,415
Ford,Focus,1.8,Diesel,2001,110990,6658
Ford,Focus,1.4,Petrol,2004,91220,7895
Toyota,Prius,1.4,Hybrid,1996,98507,5475
VW,Polo,1.6,Petrol,2017,45774,19221
BMW,Z4,2.0,Petrol,2010,66648,18397
Toyota,Prius,1.0,Hybrid,1995,57740,5724
VW,Polo,1.2,Diesel,2015,59663,14017
VW,Polo,1.4,Diesel,2014,69295,13297
Ford,Fiesta,1.4,Petrol,2002,106734,4256
VW,Passat,2.0,Diesel,1997,142327,4407
Ford,Fiesta,1.2,Petrol,2007,110402,5350
Toyota,RAV4,2.0,Hybrid,2020,29005,59970
VW,Polo,1.2,Petrol,2016,38935,16230
Ford,Focus,1.6,Petrol,1992,148460,2445
VW,Golf,1.2,Hybrid,2012,32124,18426
Ford,Focus,2.0,Petrol,2015,43230,26987
Ford,Mondeo,1.8,Diesel,1997,128287,4424
Toyota,Yaris,1.0,Hybrid,1996,146274,2461
Ford,Focus,1.4,Diesel,2017,22718,30522
VW,Passat,1.6,Diesel,2000,184851,3374
VW,Polo,1.2,Petrol,2013,70151,10906
VW,Passat,1.8,Diesel,2011,85364,16357
VW,Passat,2.0,Petrol,1992,255865,1113
Toyota,Prius,1.0,Hybrid,1991,177585,1766
Toyota,RAV4,2.2,Hybrid,2004,112865,12361
BMW,Z4,2.4,Petrol,2004,18187,18103
Ford,Mondeo,2.0,Diesel,2017,48528,31058
VW,Polo,1.0,Petrol,1997,197078,1264
BMW,X3,3.0,Diesel,2009,87509,20151
Toyota,Yaris,1.0,Hybrid,2015,28659,19924
VW,Passat,1.8,Diesel,1997,174462,3203
VW,Passat,1.6,Diesel,2005,98719,9396
VW,Passat,1.8,Petrol,2010,73959,15765
Ford,Mondeo,1.4,Diesel,2000,94048,6165
VW,Polo,1.6,Petrol,1993,143620,1924
Toyota,Prius,1.0,Hybrid,1987,242443,759
Ford,Focus,1.4,Petrol,1989,153134,1802
Ford,Mondeo,1.6,Diesel,1987,173420,1480
Ford,Fiesta,1.4,Petrol,1993,217948,927
Ford,Focus,2.0,Petrol,2009,58035,16494
VW,Golf,1.4,Petrol,2002,114415,4893
VW,Golf,2.0,Diesel,2019,17324,36068
Ford,Mondeo,1.4,Diesel,1999,174855,3044
VW,Polo,1.2,Petrol,2010,93242,7608
VW,Golf,1.4,Petrol,2014,44610,17594
Toyota,Prius,1.4,Hybrid,2015,29538,30494
Ford,Mondeo,1.8,Diesel,2009,106264,11650
BMW,Z4,3.0,Petrol,2009,93394,17528
BMW,X3,2.0,Diesel,2007,36974,19999
Toyota,Prius,1.0,Hybrid,2015,55137,22079
VW,Passat,1.8,Diesel,1988,177453,1713
VW,Golf,2.0,Petrol,1995,84852,4550
VW,Polo,1.6,Petrol,2007,109322,6392
BMW,Z4,2.2,Petrol,2012,37481,26472
BMW,Z4,2.4,Petrol,2000,154408,5365
VW,Polo,1.0,Petrol,1998,194983,1376
Ford,Fiesta,1.0,Petrol,2019,21698,19469
Toyota,Yaris,1.0,Petrol,2008,84490,7296
Ford,Fiesta,1.4,Petrol,2020,14236,25647
Ford,Focus,2.0,Petrol,2004,29586,14048
VW,Passat,1.4,Diesel,2010,71070,14885
Ford,Mondeo,2.0,Diesel,2016,39813,30638
Ford,Mondeo,1.8,Diesel,2006,90545,10694
VW,Polo,1.4,Petrol,2018,29100,21215
Porsche,718 Cayman,2.0,Petrol,2002,140207,7597
VW,Golf,1.4,Hybrid,2006,61440,11141
Toyota,Yaris,1.0,Hybrid,2008,78865,9103
Ford,Focus,1.8,Petrol,1999,98420,6090
Ford,Fiesta,1.0,Petrol,2005,90004,4962
VW,Polo,1.6,Petrol,2012,49301,13476
Ford,Focus,1.6,Petrol,1997,161626,3061
Ford,Mondeo,2.0,Diesel,1989,254287,919
VW,Passat,2.0,Diesel,2004,81948,11073
Toyota,RAV4,1.8,Hybrid,1992,221872,2016
VW,Golf,1.2,Hybrid,2011,43105,16151
Ford,Focus,1.6,Petrol,1991,134527,2558
VW,Polo,1.2,Petrol,2005,79277,6013
VW,Golf,1.4,Petrol,2009,115425,7743
VW,Passat,1.4,Diesel,2002,137601,5345
VW,Golf,1.2,Diesel,2003,150997,3808
Ford,Fiesta,1.2,Petrol,2009,86983,7250
Toyota,Yaris,1.0,Hybrid,2010,98204,9071
Toyota,Yaris,1.2,Hybrid,2007,108928,7516
VW,Polo,1.4,Petrol,2018,13990,23066
Ford,Fiesta,1.4,Petrol,2017,37048,18464
Toyota,RAV4,2.4,Hybrid,1988,256291,1301
Ford,Focus,1.8,Petrol,1995,139182,3414
Toyota,Yaris,1.2,Petrol,2013,51518,13882
Ford,Focus,1.8,Diesel,2004,125116,7299
Toyota,Prius,1.8,Hybrid,2003,200597,4317
VW,Polo,1.6,Petrol,2015,69381,14463
Toyota,Yaris,1.4,Hybrid,2021,13087,38327
VW,Polo,1.4,Petrol,1989,297422,348
Toyota,Yaris,1.4,Hybrid,2009,71538,12102
Toyota,Yaris,1.2,Petrol,1992,81452,2809
Ford,Focus,1.6,Hybrid,1994,181477,2541
Ford,Focus,1.6,Petrol,2003,112974,6729
Ford,Focus,1.0,Petrol,1997,206910,1637
Ford,Fiesta,1.4,Hybrid,2015,50306,17890
VW,Passat,1.6,Diesel,1995,77519,5604
Toyota,RAV4,2.2,Hybrid,2004,129250,10895
Ford,Fiesta,1.4,Petrol,2015,67398,13357
BMW,Z4,3.0,Petrol,2020,19622,58351
Ford,Focus,1.8,Petrol,2017,44307,29063
VW,Polo,2.0,Petrol,2000,112578,4373
BMW,X3,2.4,Diesel,2014,53701,31540
Porsche,718 Cayman,2.4,Petrol,2020,17262,63933
VW,Passat,1.4,Diesel,2020,17584,40145
Toyota,Yaris,1.4,Petrol,2018,32710,23442
BMW,Z4,2.2,Petrol,2004,169327,5922
VW,Golf,1.2,Diesel,2020,20813,29299
VW,Polo,1.6,Petrol,1999,192938,1894
VW,Golf,1.6,Petrol,2005,120820,6083
BMW,X3,3.0,Diesel,2014,59167,34056
Ford,Mondeo,1.8,Diesel,1989,228685,1102
Ford,Focus,1.8,Petrol,2015,46861,25041
VW,Polo,1.4,Diesel,2011,68787,10923
Ford,Mondeo,1.8,Hybrid,1991,156853,2692
BMW,Z4,3.0,Petrol,2021,16353,63494
Ford,Mondeo,1.8,Diesel,2013,63108,20569
Toyota,Yaris,1.2,Hybrid,2017,26256,25282
VW,Polo,1.2,Petrol,1991,16000,3492
VW,Golf,1.4,Petrol,1997,189363,1898
Ford,Fiesta,1.2,Petrol,2009,84813,7361
Ford,Mondeo,1.8,Petrol,2019,36223,34539
VW,Golf,1.8,Petrol,1996,169775,2382
VW,Passat,1.4,Diesel,2017,28249,30972
Toyota,Yaris,1.0,Hybrid,1992,240460,830
Toyota,Yaris,1.4,Hybrid,1995,280764,824
Ford,Mondeo,1.4,Diesel,1999,121052,4716
Ford,Fiesta,1.4,Petrol,1993,131096,1937
Ford,Fiesta,1.0,Petrol,1994,63296,2860
VW,Polo,1.0,Petrol,1997,218148,1048
VW,Golf,1.4,Diesel,1991,159686,1720
Ford,Focus,1.6,Petrol,1995,183559,2224
VW,Polo,1.6,Petrol,2007,108942,6410
VW,Polo,1.2,Petrol,1989,267147,429
Toyota,Yaris,1.4,Petrol,2013,48630,15266
Toyota,Prius,1.0,Hybrid,2015,53006,22378
BMW,Z4,2.0,Petrol,2006,86243,12328
VW,Passat,1.8,Diesel,2005,96845,10102
VW,Polo,2.0,Petrol,1999,141040,3276
Toyota,RAV4,2.4,Hybrid,2009,71582,24204
VW,Passat,1.4,Diesel,1994,165603,2492
VW,Polo,1.0,Diesel,2017,20186,18516
VW,Passat,1.6,Diesel,2010,87721,14189
VW,Passat,1.4,Diesel,1999,174932,3214
VW,Golf,1.6,Petrol,2001,88199,5930
Ford,Fiesta,1.2,Hybrid,2009,75266,9435
VW,Polo,1.4,Petrol,2015,44816,15828
VW,Passat,1.8,Diesel,2014,92899,18939
VW,Passat,1.6,Diesel,1999,96525,6399
BMW,M5,5.0,Petrol,2011,87843,48502
VW,Golf,1.8,Petrol,2001,61739,7528
Ford,Mondeo,2.0,Diesel,1992,243037,1245
Ford,Mondeo,1.6,Diesel,2013,34433,23161
Ford,Focus,1.4,Petrol,2017,48174,25030
Ford,Mondeo,1.6,Diesel,2014,48378,22764
Toyota,RAV4,2.0,Hybrid,1999,189328,4521
VW,Passat,2.0,Diesel,1993,120613,4005
BMW,M5,4.0,Petrol,1998,207050,6958
Ford,Fiesta,1.4,Petrol,2014,25890,16124
VW,Passat,1.8,Diesel,2012,67944,19692
VW,Passat,2.0,Diesel,2013,58488,23602
Ford,Focus,1.0,Petrol,2008,55300,11103
BMW,X3,3.0,Diesel,1986,203940,1701
VW,Golf,1.4,Petrol,2010,97331,9468
Toyota,RAV4,2.2,Hybrid,2004,90764,14539
Ford,Focus,1.0,Petrol,2015,44510,18935
Ford,Fiesta,1.2,Petrol,2009,67812,8266
Porsche,Cayenne,4.0,Petrol,2012,84093,37807
VW,Golf,1.4,Petrol,1993,208488,1229
VW,Passat,1.4,Diesel,2006,98713,9395
Ford,Mondeo,2.0,Diesel,2009,82540,14567
Toyota,Yaris,1.0,Hybrid,2009,52987,11540
VW,Polo,1.0,Petrol,2002,68872,4822
Toyota,RAV4,2.0,Hybrid,2002,148712,7780
Ford,Fiesta,1.0,Hybrid,2017,47378,17593
VW,Polo,1.0,Diesel,2017,29929,17529
Ford,Fiesta,1.2,Petrol,1997,177417,1600
Toyota,RAV4,2.2,Petrol,1989,186042,2087
VW,Passat,1.4,Petrol,2001,137208,4777
Toyota,Prius,1.0,Hybrid,2018,32170,31004
Toyota,Prius,1.0,Hybrid,1997,200134,2166
VW,Polo,1.6,Petrol,2013,48150,14508
BMW,X3,3.0,Diesel,2011,42952,30856
Ford,Mondeo,2.0,Diesel,2009,76036,15234
BMW,M5,5.0,Petrol,2003,80926,29863
BMW,M5,4.4,Petrol,2003,226887,8524
Toyota,RAV4,2.2,Hybrid,1997,93056,8969
VW,Polo,1.6,Petrol,1997,135839,2673
BMW,X3,2.4,Diesel,1990,162189,2847
Toyota,Prius,1.8,Hybrid,2003,178273,5242
VW,Golf,2.0,Diesel,2001,186903,3178
Ford,Mondeo,2.0,Diesel,2002,113677,7284
Ford,Focus,2.0,Petrol,2009,75843,14661
VW,Passat,1.8,Diesel,1991,337137,479
Porsche,718 Cayman,4.0,Petrol,1995,94116,9575
Ford,Fiesta,1.2,Petrol,2000,205423,1531
Porsche,911,2.2,Petrol,2013,62059,51807
VW,Polo,1.2,Petrol,2005,86051,5737
Ford,Fiesta,1.0,Petrol,2009,79041,6995
VW,Golf,1.8,Petrol,2008,125327,7611
VW,Passat,1.4,Diesel,2006,161501,5741
Ford,Focus,1.4,Petrol,1986,137454,1675
Toyota,Yaris,1.2,Hybrid,2018,18095,28278
VW,Golf,1.4,Petrol,1997,191456,1864
VW,Golf,2.0,Petrol,2012,20155,21210
VW,Golf,1.2,Petrol,2007,106718,6698
Toyota,Yaris,1.2,Hybrid,1992,237606,933
VW,Passat,2.0,Diesel,2000,116300,6602
Toyota,RAV4,2.4,Hybrid,2009,103232,19362
Ford,Fiesta,1.4,Petrol,2000,123993,3266
Ford,Fiesta,1.2,Petrol,2020,10787,24183
Ford,Fiesta,1.2,Petrol,1985,73016,1611
VW,Polo,1.0,Petrol,2000,144169,2414
VW,Polo,1.6,Petrol,2017,41885,19681
VW,Polo,1.2,Petrol,1994,161362,1539
Ford,Mondeo,2.0,Diesel,2012,66451,19843
VW,Passat,2.0,Petrol,1995,183377,2607
Ford,Focus,2.0,Petrol,2000,227728,2346
Toyota,Yaris,1.2,Petrol,2016,31794,19095
Toyota,RAV4,2.0,Petrol,2021,9087,59574
Ford,Fiesta,1.2,Hybrid,2001,128291,3751
VW,Passat,2.0,Petrol,2000,234065,2318
VW,Polo,2.0,Petrol,1995,172817,1929
Ford,Mondeo,1.8,Diesel,2002,171154,4351
VW,Golf,2.0,Petrol,1991,40689,4647
Porsche,Cayenne,2.6,Diesel,2012,59034,37869
Ford,Mondeo,1.8,Diesel,2010,46770,18678
Ford,Focus,2.0,Petrol,1993,121028,3632
Toyota,Yaris,1.2,Hybrid,1985,285951,373
Ford,Focus,1.0,Petrol,2015,48875,18433
BMW,M5,5.0,Petrol,2002,131670,19169
Ford,Focus,2.0,Petrol,2003,91651,8801
Ford,Focus,2.0,Diesel,2004,114612,8340
Ford,Focus,1.4,Petrol,2000,182202,2937
VW,Passat,1.8,Diesel,2016,43723,29992
VW,Passat,2.0,Diesel,2019,22999,43569
Toyota,Yaris,1.0,Hybrid,2004,143942,4276
Ford,Focus,1.4,Petrol,2017,34577,27165
Porsche,911,2.2,Petrol,1989,98571,8129
Ford,Fiesta,1.4,Diesel,2008,87259,7677
Toyota,RAV4,2.4,Petrol,2000,65742,11508
VW,Polo,1.6,Petrol,2006,85352,7116
Toyota,Yaris,1.4,Hybrid,2011,77436,13286
Ford,Mondeo,1.6,Petrol,2004,118142,6853
VW,Polo,1.6,Petrol,1994,119964,2478
Toyota,Yaris,1.4,Petrol,2019,20363,26872
VW,Golf,1.8,Petrol,2010,61911,13702
Toyota,Prius,1.4,Hybrid,2017,36266,33506
Ford,Mondeo,1.6,Diesel,2016,37770,27739
VW,Polo,1.0,Diesel,2005,90781,5318
Toyota,Prius,1.8,Hybrid,1991,156076,2839
VW,Golf,1.8,Petrol,2007,123334,7231
BMW,M5,4.0,Petrol,2018,42262,93312
Ford,Focus,2.0,Petrol,1996,140131,3817
VW,Passat,1.4,Diesel,2008,155257,6909
Toyota,Prius,1.4,Hybrid,2006,150507,7125
VW,Passat,2.0,Diesel,2019,8379,47142
VW,Golf,1.4,Diesel,1998,175032,2411
BMW,M5,5.0,Petrol,1996,222154,5947
Ford,Mondeo,1.6,Diesel,2007,154809,6564
VW,Polo,2.0,Petrol,2005,109695,6237
Porsche,Cayenne,4.0,Diesel,1993,285908,2012
Ford,Fiesta,1.2,Petrol,2018,23212,19785
Ford,Fiesta,1.2,Petrol,2016,33108,16366
Ford,Focus,2.0,Petrol,1998,38107,8960
VW,Polo,2.0,Petrol,2005,166729,3956
VW,Golf,1.8,Hybrid,1997,179344,2817
BMW,M5,4.0,Petrol,2007,51300,42395
