Manufacturer,Engine size,Fuel type,Mileage,Price
4,1.0,2,139142,2200
4,1.6,0,85894,8432
4,1.4,0,53405,16365
3,1.2,1,122626,2663
0,3.0,0,43077,37659
0,2.4,0,65455,22395
3,1.4,1,53935,7962
3,1.4,1,231525,1296
4,1.2,1,52147,13368
4,1.2,0,112062,7223
1,1.6,2,262003,563
1,2.0,1,167908,4715
4,1.8,2,70562,12942
1,2.0,1,81997,8026
3,1.4,1,91908,9156
4,2.0,0,62098,17660
4,1.2,2,165631,1485
4,1.6,2,130382,5086
3,2.4,1,201663,2788
1,1.6,0,136406,2295
4,1.4,2,24430,30141
1,1.4,0,296935,398
3,1.2,1,121206,6847
4,1.8,2,112157,6580
1,1.0,2,65100,9383
3,1.4,1,17850,42501
1,1.6,0,40180,6307
2,2.6,2,29825,89587
4,2.0,2,70110,7729
1,1.6,0,59927,22621
4,1.6,2,116310,6063
1,1.0,2,143015,1819
1,1.6,0,54644,21889
3,1.2,2,45686,18790
3,1.4,2,85432,8576
0,4.4,2,78714,48487
1,2.0,0,64180,17789
4,1.4,0,112309,9705
3,1.4,1,162940,2365
1,1.6,1,57659,16601
1,2.0,0,24918,40799
0,2.4,2,33380,36980
1,1.4,2,183699,2374
3,2.2,1,33279,47000
4,1.8,0,147130,1807
1,1.8,0,96407,3807
3,1.0,1,110628,2652
1,1.0,2,50140,11039
2,3.0,2,114802,13435
4,1.8,0,158711,3656
4,1.6,2,87723,3840
4,1.8,2,135772,2412
3,1.0,1,158276,3786
4,1.2,2,24607,25559
4,1.6,2,18716,30492
1,2.0,0,26830,37758
1,1.8,0,240070,1297
1,1.4,0,188138,1394
3,1.8,1,70036,23526
2,2.6,2,66273,41963
4,1.0,2,167986,1983
1,1.6,2,161626,3061
4,1.6,2,108942,6410
3,1.4,1,205406,966
3,1.2,1,68155,11460
0,3.0,2,228800,2571
1,1.2,2,155188,2061
2,4.0,2,76540,33640
0,2.0,2,45400,31420
2,3.5,2,56172,59397
1,2.0,0,61103,15739
1,1.4,2,139127,1889
4,1.4,2,297422,348
4,1.6,2,138285,4469
4,1.6,2,66103,12102
4,1.8,0,72319,15658
3,1.2,1,27125,30728
1,2.0,2,43165,26998
3,1.0,1,74649,7671
4,1.2,0,87559,12057
0,2.4,2,151315,6177
4,2.0,0,51527,30129
1,1.4,0,9700,19035
3,1.4,1,204469,2466
1,1.6,2,79904,7997
4,1.6,2,199331,1050
1,2.0,2,33801,30513
4,1.6,2,104541,3304
0,2.0,2,247639,794
4,1.0,0,68134,9272
1,1.4,2,15358,39513
1,1.2,2,62026,11211
4,1.6,0,262634,1464
1,2.0,0,17017,43011
2,4.0,2,165863,5289
0,2.4,2,174826,3702
3,1.4,1,85522,11701
1,1.2,1,149258,1091
4,1.8,0,95624,10894
4,2.0,2,130406,4355
4,1.0,2,144671,1723
3,1.8,1,76584,8851
4,1.6,2,90199,7857
3,1.0,1,51334,7816
1,1.6,2,170763,2652
4,1.6,2,11371,31720
1,1.0,2,152135,4018
1,1.0,0,39860,24975
1,1.4,0,181901,2531
3,1.0,1,122382,6167
3,1.8,1,47430,36536
1,1.4,0,91226,9386
4,2.0,0,50628,22743
4,2.0,2,22375,28153
3,1.0,1,14849,41715
4,1.8,0,182836,3406
0,3.0,0,40234,40950
4,1.8,2,100008,8796
4,1.8,2,143241,3390
1,1.0,2,225216,1064
3,1.0,1,55314,19301
4,2.0,2,15881,43146
0,4.4,2,216993,5844
3,1.4,1,154931,4308
1,1.6,0,103379,5814
3,1.8,1,53321,32948
1,1.4,2,79701,11946
3,1.2,1,97463,2633
2,2.0,2,143853,5650
1,1.8,2,90140,7319
3,1.4,1,280764,824
1,1.6,0,141663,4897
4,1.8,0,136942,6092
4,1.2,1,43105,16151
4,1.2,2,92320,5487
4,1.6,2,34772,12875
1,1.8,0,164481,3525
4,1.6,2,171039,1533
1,1.4,2,73834,3277
3,1.0,2,42621,9591
3,1.4,1,183107,2985
4,2.0,2,21917,23108
3,1.0,1,93885,7137
1,1.8,1,156853,2692
3,1.4,1,244462,1012
4,2.0,2,7854,37179
0,4.0,2,20670,18679
1,1.0,2,124592,3140
3,1.2,2,103482,2565
0,3.0,0,65259,16805
1,1.8,0,18751,42812
1,1.0,2,22213,13911
0,3.0,0,156658,4351
3,1.8,1,104560,5555
0,2.4,2,71356,13092
3,1.8,1,202293,1369
1,1.8,2,37709,24531
1,1.0,2,157834,945
2,2.2,2,172529,8241
1,1.4,2,59591,12302
0,4.4,2,188810,7497
2,2.6,0,71217,16789
4,1.0,2,52291,7009
3,1.0,2,60311,10487
1,2.0,0,102232,11073
1,2.0,0,128379,5692
0,2.2,2,30834,38409
3,1.4,1,200563,1607
4,1.8,2,141977,5462
1,1.4,2,98489,5167
2,2.6,2,35700,92549
3,1.8,1,99069,15130
1,1.4,2,91220,7895
2,2.4,2,84982,17612
3,2.0,1,180534,2343
1,2.0,0,79926,16949
4,1.6,1,116040,7572
1,2.0,0,198233,2433
4,1.4,0,31167,34802
4,1.4,2,77093,6593
0,4.0,2,31299,71336
2,3.0,2,151420,8803
4,1.6,0,15746,33200
4,2.0,2,150833,3696
4,1.8,0,151431,5419
3,1.4,1,134748,4459
0,3.0,2,295037,1136
0,4.4,2,14070,140366
1,1.4,2,107430,6562
4,1.6,2,64344,23641
4,2.0,0,127923,4623
1,1.2,2,104081,3759
4,1.4,2,27558,25399
3,1.0,1,89971,4028
3,1.0,1,112795,3642
3,1.4,2,133810,1922
3,2.2,2,34972,31751
3,1.8,1,106894,14282
3,1.4,1,16368,35229
3,2.4,2,47154,35217
4,1.6,2,208457,2792
3,2.4,1,50331,38765
4,2.0,2,44227,25745
3,1.4,1,26744,23833
3,2.0,1,74087,12745
3,1.2,1,102434,9634
1,1.4,2,82694,13370
1,1.0,0,118502,4102
1,1.2,2,19592,24655
4,1.8,0,76792,14887
1,1.4,2,47274,15191
1,2.0,2,85506,10408
3,1.4,1,155427,4014
1,1.4,0,167736,2647
3,1.0,1,204400,1398
3,1.8,1,60076,17997
4,1.4,0,78287,12405
2,2.4,2,47014,44054
0,4.0,2,153596,12574
4,1.4,2,195228,1967
0,2.2,2,91452,15220
0,4.0,2,98972,16835
3,1.2,2,62068,13872
1,1.4,2,313731,672
3,1.0,2,145747,3754
4,1.8,0,109156,9226
1,1.4,2,332430,227
4,1.4,0,35985,22229
3,1.4,1,221680,1417
4,1.4,2,83461,7005
3,1.2,1,108480,9212
4,1.4,2,107117,5320
0,2.4,0,5063,71030
3,1.2,1,34347,25796
3,2.0,1,148712,7780
3,1.0,2,255196,737
0,2.4,0,98950,13593
1,1.0,2,64774,14576
3,1.8,2,71342,22843
3,2.0,1,7987,76857
4,1.0,0,68019,7107
3,2.2,2,115772,5911
1,1.8,2,115970,9026
4,1.8,0,28530,23034
4,1.2,2,138515,3381
3,1.8,1,210814,1705
3,1.0,1,53006,22378
4,1.2,2,243498,746
1,1.4,2,33603,29204
1,1.6,0,70518,24108
4,2.0,2,309630,360
0,2.0,2,34663,16898
3,1.0,1,105133,4123
1,1.4,2,94259,13169
3,1.4,2,158084,1476
1,2.0,1,195599,3972
1,1.8,0,13479,36064
1,1.0,2,150203,4082
4,1.6,0,124522,3406
1,1.4,2,41748,12034
2,3.0,2,174736,6331
4,1.4,2,316328,254
4,2.0,0,93283,8945
1,1.6,0,92446,9391
4,1.6,2,54031,13985
1,1.0,2,40236,13400
3,1.0,2,70117,6165
4,1.2,2,43872,15754
4,1.4,0,127561,2383
4,2.0,2,59739,14648
1,1.8,0,60206,22405
1,1.6,0,27414,33660
0,2.4,0,66889,30960
3,2.2,2,17447,59758
3,1.8,1,167854,5357
0,3.0,2,57379,25582
3,1.8,1,98906,12887
3,1.0,1,88126,4381
0,2.4,2,98786,11548
3,1.0,1,52987,11540
4,1.8,0,55535,20919
3,1.8,1,147252,3052
1,1.6,0,78042,7884
3,2.2,1,35448,43415
3,1.4,1,43893,29946
4,1.4,0,53511,10962
4,1.6,0,132222,1540
2,2.4,2,322971,483
3,1.2,1,85798,5959
4,1.4,0,130295,9031
3,1.4,1,207282,1723
3,1.0,1,168339,2504
1,1.4,0,126392,2837
1,1.8,0,100501,3425
3,1.2,1,199231,826
2,2.6,2,69365,57375
4,1.8,0,192455,988
1,1.8,0,158889,2829
0,2.2,2,118679,7801
3,1.4,1,34908,33775
4,1.2,0,83474,3994
2,4.0,2,145140,10699
3,2.0,2,30451,37961
0,3.0,0,90328,9487
3,1.4,1,13087,38327
3,1.8,1,46955,21497
4,1.0,2,162993,1482
1,1.8,2,108377,5607
3,2.4,2,80839,21637
4,1.6,2,105711,4705
3,1.4,1,149848,6701
4,2.0,2,55011,13599
0,2.0,2,48480,16920
4,1.6,2,192938,1894
2,2.4,2,102024,17806
2,4.0,2,84093,37807
4,1.4,2,68696,7747
0,2.4,2,80625,18336
4,1.4,0,62182,4754
1,1.2,2,93694,7898
1,1.4,1,67876,11786
0,4.0,2,28721,77391
1,1.8,2,125764,6411
3,1.2,2,91061,3664
3,2.4,1,112049,15867
3,1.8,1,42780,45912
4,2.0,0,100934,4865
1,1.8,2,36223,34539
4,1.6,2,53598,21728
1,1.2,2,109619,2585
1,1.4,2,48174,25030
2,4.0,2,248160,2016
1,1.0,2,106068,3864
1,1.4,2,184706,1577
1,1.0,2,104775,5444
3,1.4,1,100476,7076
3,1.8,1,36911,25370
4,1.6,2,143844,2680
3,1.4,1,8085,36811
4,1.6,2,13754,28212
1,1.0,2,157340,2758
1,1.4,2,52718,8373
1,1.2,2,110402,5350
1,1.8,2,56093,10619
2,2.4,2,17262,63933
3,2.0,1,124471,10783
4,2.0,2,166729,3956
1,1.4,2,125149,6129
4,1.0,2,218148,1048
4,1.0,0,134333,1720
2,2.0,2,64941,27481
4,1.4,2,229700,1160
1,1.2,1,185125,1920
3,1.2,2,147185,1145
1,1.2,2,225698,700
1,1.4,0,172904,2896
1,2.0,0,79624,12282
1,1.8,2,178988,2453
1,1.8,0,46770,18678
4,1.8,2,163281,3754
4,2.0,0,152804,2899
1,1.2,2,34857,18510
1,1.0,2,28322,17548
1,1.4,0,51901,18232
4,2.0,2,87604,8947
1,1.2,1,133596,2110
3,2.4,1,111655,8733
1,1.6,0,75707,21777
1,1.0,2,91181,8388
4,1.4,2,215451,1112
4,1.2,2,18111,25509
1,1.6,2,78582,12040
0,3.0,2,24760,56710
3,2.0,1,125292,6719
0,4.0,2,30902,44836
4,1.6,2,97700,4668
2,3.5,2,72180,17243
0,4.0,2,130710,11580
4,1.8,2,203472,2709
4,1.4,2,170248,2788
1,1.2,2,170034,2377
1,1.8,2,49312,13536
3,2.0,1,43027,45206
3,1.2,2,75588,11861
1,1.8,0,97704,12521
3,1.2,1,34599,5559
2,2.0,2,43128,15149
4,1.4,0,91031,11346
4,1.2,2,73855,10637
4,1.4,0,71477,15868
4,2.0,0,41216,18453
4,1.4,0,174932,3214
1,1.8,2,204328,2745
0,2.0,0,148471,6060
1,1.0,2,132786,3364
4,1.8,0,15237,10635
4,2.0,0,229426,978
1,1.0,2,46544,14736
4,1.6,0,210194,1213
4,1.4,2,49674,14925
4,1.4,0,62095,8668
3,1.4,2,316594,286
3,1.0,2,123348,2014
0,2.2,2,148492,2768
0,4.4,2,118159,21350
4,1.4,0,28249,30972
1,1.4,0,24652,24721
4,1.4,1,171292,3250
1,1.2,2,120449,4637
4,1.8,2,228312,1522
1,1.8,0,97714,7278
4,1.0,2,84410,2380
3,1.4,1,229357,832
1,2.0,0,262514,1049
1,2.0,2,147627,6125
4,1.4,0,252900,1831
0,4.4,2,108396,24571
4,1.6,2,145292,2298
4,1.4,2,169968,1889
0,5.0,2,51409,61843
4,1.8,0,137849,7897
3,1.4,2,187377,2397
3,2.4,1,161014,4517
4,2.0,0,311184,426
4,2.0,2,112578,4373
0,2.0,2,150915,9185
4,1.4,2,127387,4427
4,1.6,0,50618,9327
3,1.8,1,278865,1083
4,2.0,2,273412,826
1,1.0,2,217676,1699
1,1.4,2,130905,3406
2,2.2,2,366648,652
3,1.0,1,48540,23011
4,1.6,0,34844,23924
0,4.4,2,41211,57778
1,2.0,1,55196,27871
4,1.6,0,161333,2893
1,1.2,2,75454,12523
1,1.0,0,8247,38919
1,2.0,2,209429,1854
4,2.0,2,205478,2167
1,2.0,0,66238,14238
1,1.4,2,62887,9223
4,1.4,0,1757,49838
3,1.8,1,19251,44740
0,3.0,0,38708,44174
1,1.2,2,96262,2496
3,1.2,2,231639,672
1,1.2,2,33108,16366
3,1.2,1,200274,2380
3,1.8,1,228748,2313
4,1.4,0,165603,2492
3,2.0,1,34616,27883
1,2.0,2,239434,947
1,1.0,2,6316,25820
3,1.8,1,212899,3981
1,1.2,2,83148,4087
1,1.8,0,182712,1893
3,1.4,2,119814,2449
3,1.4,2,82643,8180
4,1.6,2,30282,26733
3,1.0,1,86902,5050
3,1.8,1,156076,2839
0,2.0,0,133207,3517
4,1.6,2,274282,495
1,1.4,0,294223,737
1,1.6,2,129629,8185
1,1.8,0,148691,5245
3,1.8,1,189028,2697
4,1.0,2,180111,981
4,1.2,2,39177,10555
3,1.2,1,120618,4928
1,1.4,2,182202,2937
1,1.4,0,142068,3397
0,3.0,2,19622,58351
1,1.4,2,46797,11670
1,1.2,1,276979,400
1,2.0,0,243037,1245
4,1.8,2,126187,4149
0,2.4,0,76998,20726
4,2.0,2,214424,934
2,3.5,0,24372,66130
1,1.8,0,229004,2447
1,1.6,2,37124,21912
4,2.0,2,214365,1533
3,2.2,1,80638,23288
3,1.4,2,184443,1105
4,1.6,2,72003,10885
3,2.4,1,101554,12292
1,1.8,0,5000,28875
1,2.0,2,65871,13718
2,2.6,2,92426,30674
1,1.8,0,177695,3181
1,1.8,1,155411,3557
4,1.6,0,85753,8842
1,1.4,0,97829,14404
3,2.2,2,63014,28524
0,3.0,2,111679,10270
1,2.0,2,62159,18351
3,1.0,1,237910,1105
3,1.8,1,105333,9415
1,2.0,2,18372,43465
3,1.4,1,70417,22122
2,2.4,2,263768,1444
4,1.8,0,130161,7852
3,1.0,1,105569,6131
0,3.0,0,121523,4719
4,1.4,2,46322,13725
3,1.8,1,33916,45276
4,1.6,2,89159,6730
4,2.0,2,52088,26749
0,2.2,2,192183,3984
3,1.8,1,61112,33508
3,1.0,1,157475,3811
4,2.0,2,265801,525
3,1.0,2,86320,5517
4,1.6,2,45304,20606
3,1.8,1,31851,40103
0,2.0,0,193981,2763
3,1.0,1,136309,2324
4,2.0,2,38210,25482
3,1.4,1,63382,8010
1,1.8,0,248297,1374
1,1.6,2,57873,25173
3,1.8,1,71157,27445
4,1.6,2,103775,7395
2,2.6,2,125621,15027
0,2.0,2,86243,12328
4,1.4,2,105306,4129
4,1.4,2,135441,1905
4,1.4,0,169556,1974
0,2.4,0,187936,2792
4,2.0,2,113882,6905
1,1.6,2,71971,8941
0,3.0,2,75816,22649
1,1.4,2,67415,19366
1,1.2,2,56338,4573
1,1.0,2,220840,625
1,1.0,2,126362,6267
4,1.8,0,39615,6207
3,2.2,1,129250,10895
4,1.4,2,58564,6525
1,2.0,2,150968,2505
4,2.0,2,19101,36364
0,3.0,2,93394,17528
4,2.0,0,129028,6396
1,1.0,2,300279,341
4,1.2,2,64774,13803
1,1.6,0,197620,2339
3,2.4,1,123132,9772
1,1.8,0,81668,16982
1,1.0,2,188757,1415
1,1.8,1,110804,5410
1,1.4,0,39673,25891
3,1.4,1,26795,29102
3,2.4,1,154461,9930
4,1.4,0,180359,1764
3,1.8,1,49300,22017
1,1.6,0,236466,2035
2,2.4,2,81813,11291
3,1.4,1,82356,11191
0,2.2,2,61332,26084
0,4.4,2,157046,9184
1,1.2,2,83144,7961
4,1.4,0,108446,9347
0,4.4,2,118586,24315
4,1.8,2,61739,7528
1,1.0,2,275870,814
4,1.8,0,77514,22550
1,1.4,2,165745,1196
4,1.8,0,129841,3309
4,1.4,2,87620,9495
4,1.2,2,235017,1203
3,1.4,2,136143,1886
1,1.6,2,134527,2558
3,2.4,1,178985,3396
1,1.2,2,177547,1398
3,1.2,2,127585,4159
3,2.0,1,84809,11837
3,2.2,1,14258,59730
4,1.4,0,26227,22643
4,1.6,2,163687,2780
4,2.0,2,275622,607
1,1.4,0,93745,4732
3,1.8,1,146392,7521
2,2.4,2,75767,24506
1,1.2,2,287183,452
3,2.4,1,119563,11477
1,2.0,0,99891,14842
1,1.8,2,387874,304
4,1.4,2,169466,3143
3,1.8,1,45184,34655
4,1.4,0,41399,17981
4,2.0,2,98891,12204
1,1.8,0,53000,23459
4,1.8,2,17736,34756
1,1.8,0,39298,7685
0,2.2,2,131881,4719
1,1.2,0,86665,8156
1,1.4,0,194092,2412
4,1.6,2,192430,3216
4,1.6,0,45390,17202
3,2.4,1,31006,53170
2,2.2,2,26868,52556
3,2.2,1,194690,3033
3,1.0,1,141139,2731
1,1.4,0,85682,13749
4,1.4,1,200169,1587
3,1.4,2,77183,9080
1,1.4,2,108078,7462
3,1.0,2,147300,1780
1,1.6,0,180366,3319
4,1.4,0,147213,4050
3,1.4,1,31384,34475
1,1.6,2,148460,2445
0,3.0,2,127489,8359
3,1.0,1,177518,4493
0,3.0,0,67864,28157
2,4.0,2,5962,118543
4,1.2,2,161362,1539
2,2.0,2,99109,20282
0,3.0,0,64382,28812
3,1.2,1,100478,8002
4,1.8,0,196182,2323
1,1.4,2,217948,927
1,1.4,2,40170,18124
1,1.4,2,221179,2358
1,1.8,0,126661,8808
2,2.4,2,137976,5312
3,1.4,1,284705,569
1,1.8,0,50432,25483
4,2.0,0,245433,1261
3,1.8,1,80054,3398
4,2.0,0,137020,6004
0,3.0,0,88695,7351
4,1.2,2,36804,12589
4,1.4,2,21263,20741
2,3.5,2,107705,24378
0,2.0,2,93076,9615
4,1.6,2,172695,1158
0,5.0,2,50182,66615
3,2.4,1,52330,40922
0,2.4,2,146910,4671
4,1.6,2,72788,13225
3,1.8,1,159743,4226
4,1.2,2,5596,28309
1,1.8,2,398984,272
2,4.0,2,103459,22746
4,1.2,0,20813,29299
4,1.8,2,115534,7182
3,1.2,2,82934,9232
4,1.0,2,127869,4101
2,2.6,2,249291,3959
3,1.4,1,240845,1190
4,1.4,2,121729,5090
1,1.2,2,205791,641
4,1.4,0,113304,9633
1,1.8,0,39748,27452
4,2.0,0,76298,4150
0,2.4,2,30962,37502
4,1.2,2,63991,7614
4,1.2,2,39668,16782
4,1.2,2,114429,5326
1,1.8,0,228685,1102
3,1.2,2,157966,2493
3,1.2,1,169490,2224
2,3.0,0,58435,33433
4,2.0,1,166211,5294
1,1.4,2,106701,6350
4,1.8,0,44917,17467
3,2.4,2,44118,40995
3,2.2,2,208487,2557
4,1.4,2,70117,6049
4,1.4,2,13990,23066
4,1.6,0,77519,5604
3,2.4,1,54808,35258
3,1.8,1,64815,14287
1,2.0,0,129210,6101
4,2.0,0,95068,16092
1,2.0,0,34940,38517
1,1.2,2,61226,13764
4,1.8,0,129247,2909
4,2.0,0,41215,28091
3,1.2,1,56205,18479
0,2.4,2,18187,18103
3,1.8,1,147331,4550
1,1.6,0,11676,41930
0,2.0,2,98644,14728
1,2.0,2,74909,3889
2,2.0,2,143320,7919
1,2.0,0,46537,6348
4,1.4,2,155236,4044
1,1.6,2,157812,2264
4,1.2,2,26728,19908
1,2.0,2,71346,18460
4,1.6,2,145351,5011
4,1.8,2,260170,1014
4,2.0,0,52241,32062
0,3.0,2,80934,26708
4,2.0,0,230122,1295
1,1.0,2,25731,19777
4,1.2,2,182496,1250
4,2.0,0,198931,1794
4,1.0,2,77055,8889
0,2.0,2,179566,3245
0,2.4,2,149908,4558
4,1.2,2,13434,26161
3,1.4,1,288484,449
4,2.0,2,57672,12991
3,1.8,1,203902,2705
4,1.6,2,85352,7116
3,2.4,1,203197,3359
1,1.4,2,72813,9867
1,1.2,1,70440,2103
3,1.2,2,15412,22368
1,1.0,2,44852,11085
1,1.4,0,18372,30977
1,2.0,0,185821,2220
4,1.2,0,118806,4917
4,2.0,0,256228,462
2,3.0,2,143278,10732
3,2.4,1,117425,11667
4,1.8,2,71138,5793
1,1.2,2,30160,20333
4,1.6,2,71517,14808
4,1.6,2,56143,4156
4,1.0,2,124854,2633
2,3.5,2,134759,6380
4,1.0,2,24579,14089
1,1.0,2,164580,1988
4,1.6,0,186800,3790
1,1.0,2,138953,3203
2,3.0,0,8500,36613
0,5.0,2,170270,5875
3,1.8,2,68816,24833
3,1.4,2,102953,9234
1,1.4,0,67203,5685
4,1.4,0,101162,9228
1,1.4,2,165572,2666
3,1.4,2,101773,3915
1,2.0,0,131822,2038
4,1.8,0,65205,21434
4,1.0,2,91831,4702
4,2.0,2,126347,2397
4,1.0,2,132947,2312
3,1.4,1,67486,19827
1,1.0,2,51622,14279
3,1.0,2,46927,12197
1,1.4,2,33832,22982
3,1.0,1,242443,759
1,1.0,0,114588,4518
3,1.8,1,196582,2296
4,1.6,0,116877,3018
1,1.4,2,258542,598
4,2.0,2,60623,10741
1,1.4,0,94991,16647
1,1.4,0,102212,12097
1,1.4,2,32754,20240
4,1.6,0,22122,36634
4,1.4,0,122053,10295
1,1.0,2,89062,4090
4,1.0,2,144412,1846
1,1.0,2,114687,3169
3,2.2,1,90764,14539
0,4.4,2,129419,7694
3,1.8,1,95779,11538
2,2.4,2,33758,50986
1,2.0,0,161141,2763
1,1.6,0,254613,819
1,1.8,2,124447,7984
4,2.0,0,32794,23690
4,1.8,2,20879,31959
3,1.4,1,171773,1478
3,1.4,1,118032,7090
4,1.4,2,79849,11789
1,1.4,2,19725,24894
3,2.0,1,87465,22630
1,1.4,2,14236,25647
3,2.2,2,86841,19866
0,2.0,2,113905,7216
1,1.2,2,100034,3873
4,1.6,2,47565,18471
1,1.0,2,133561,2738
4,1.8,0,50482,16540
0,4.4,2,161830,10780
1,1.4,0,155019,3364
3,1.0,1,206447,1916
3,1.0,1,28659,19924
1,1.4,2,53714,14593
0,4.4,2,238709,5130
0,4.4,2,60276,51296
3,1.2,2,239579,764
2,2.6,2,170417,6122
3,1.4,1,67071,19797
3,2.0,1,116749,17071
4,1.6,0,148497,5233
1,1.4,2,56407,12555
1,1.4,0,62327,12221
1,2.0,0,37479,29331
4,2.0,2,128234,2778
4,1.4,0,149419,3191
0,4.0,2,131948,12258
3,1.4,1,120648,14405
3,1.4,2,183150,914
3,1.2,2,88435,12396
1,1.6,0,23472,34416
1,1.8,0,10769,39108
3,1.4,1,36266,33506
1,1.2,2,65161,10983
1,2.0,0,296893,471
2,3.0,2,160305,19433
1,1.4,0,55851,11151
1,1.6,0,27887,24053
3,1.0,1,12867,19025
4,1.4,2,30260,11566
1,1.8,2,40560,11690
4,1.8,0,163326,2358
3,1.8,1,39115,37356
1,1.8,0,87186,15285
1,2.0,0,76036,15234
1,1.4,1,144815,5104
4,1.6,2,57451,19835
2,4.0,2,18392,82031
1,2.0,0,92331,13594
1,1.2,2,64561,6469
4,1.6,0,35687,18766
3,2.4,1,254327,1729
4,1.6,2,27157,27215
0,2.0,0,18968,52715
4,1.4,1,61440,11141
4,1.6,0,71833,12703
4,1.6,0,95548,3780
4,1.6,2,105636,3503
1,1.2,2,159705,2771
1,1.6,2,185525,2854
4,1.0,2,222606,771
1,1.0,2,7837,14059
1,1.8,0,121208,4413
3,1.8,1,63181,20731
4,1.8,0,136499,7983
1,1.6,0,106789,10941
1,1.6,0,270574,1375
4,1.4,2,237343,798
4,1.4,0,41284,25112
3,1.4,1,163264,2368
4,1.8,2,161531,3333
3,1.8,1,43011,30732
0,5.0,2,122612,18006
4,1.8,0,119120,11169
3,1.2,2,290456,475
1,1.0,2,42706,23382
1,1.6,2,172076,4182
3,1.2,2,270963,797
2,3.5,2,110347,27310
1,1.4,2,97851,6778
1,1.8,0,141667,6344
3,1.8,1,75460,19850
4,1.6,2,229431,779
0,2.4,2,112079,9158
4,1.0,2,119712,1503
0,3.0,0,44787,45521
4,2.0,0,172024,3160
2,2.4,2,33426,47791
1,2.0,0,90800,4730
3,1.4,1,140841,3462
4,1.0,2,73727,8506
3,1.0,1,102977,10653
2,2.6,2,67439,26149
3,1.4,1,25793,35593
3,1.8,1,222412,2084
4,2.0,2,21524,21665
3,1.2,1,46332,21011
1,2.0,0,65544,17470
4,1.0,2,107726,4187
3,1.4,1,123357,3975
4,1.0,2,212205,905
1,1.4,0,36154,31996
4,1.0,2,237425,770
4,2.0,0,120613,4005
4,2.0,0,163156,7234
1,2.0,0,128039,6971
4,2.0,0,100052,11120
1,1.8,0,203808,2349
1,1.2,2,79566,7142
3,2.0,1,198268,2622
3,1.8,1,22825,42212
3,1.4,1,229196,1324
4,1.6,2,63006,14112
3,1.0,1,234260,769
4,1.2,2,53409,15875
3,1.8,1,43038,37531
1,1.0,2,19485,30548
1,1.8,2,83424,17235
3,1.4,1,115967,4207
1,1.8,0,58749,26080
0,2.0,2,301244,669
3,1.0,2,90081,7014
0,2.0,0,29062,29226
4,1.8,0,149828,2953
1,2.0,0,97935,9355
1,1.8,0,97523,14195
1,1.4,0,88742,11668
3,1.0,1,45147,19237
4,1.8,0,121795,6005
0,2.0,2,188718,2296
4,2.0,2,34014,23057
3,1.4,1,143360,6209
0,3.0,2,16354,55568
4,1.6,0,115149,2804
3,1.0,1,78386,11873
0,4.0,2,93153,36558
4,2.0,1,25017,36957
4,2.0,0,169042,3778
3,1.0,1,129425,2157
4,2.0,0,112170,5962
3,2.0,1,138340,9666
4,1.6,2,39111,16384
4,1.4,0,192820,2577
3,1.2,1,93729,5633
3,1.2,2,85654,2916
4,1.4,2,37644,20964
3,1.8,1,188455,3218
0,2.4,0,192721,2051
1,1.4,0,152304,5485
2,2.0,2,97393,20537
3,1.2,1,35261,24004
0,3.0,2,109342,16667
2,2.2,2,5226,131467
4,2.0,0,252426,648
0,5.0,2,21152,134691
1,1.2,2,23212,19785
4,1.2,0,104436,8174
1,1.6,2,78411,16823
1,2.0,2,53995,22095
3,2.2,2,184766,2756
4,1.6,2,19569,27337
4,1.2,0,245418,422
2,3.5,2,125197,16341
2,2.0,2,17944,47606
1,1.2,2,168547,885
1,1.8,2,95401,11240
4,1.4,0,98738,10733
4,1.0,2,193695,997
1,1.4,2,112714,6936
1,2.0,0,60681,13812
3,1.0,1,81281,16243
1,2.0,0,157948,2630
4,1.4,2,226687,1301
3,2.2,1,50566,37060
4,1.0,2,121022,3785
0,2.4,2,58602,22702
3,1.8,1,93604,19225
1,1.0,2,183342,994
0,4.0,2,130738,10132
4,1.4,2,139842,2874
1,1.8,0,38215,25681
3,2.0,1,33283,51203
3,2.2,1,175333,2936
3,2.0,1,59725,29179
1,1.4,2,227371,1112
3,1.8,1,50243,31423
3,1.4,2,59295,14271
1,1.2,2,282453,505
1,1.0,2,59342,10121
4,1.2,2,158600,3280
4,1.4,0,62868,11035
4,1.6,2,219433,719
0,3.0,0,193391,4155
1,2.0,0,147478,5272
1,1.0,0,22781,24124
1,2.0,0,61228,26808
1,1.6,0,124952,3505
0,2.0,2,68915,12148
1,1.8,0,80340,8231
3,1.4,1,197980,2000
4,1.8,1,56706,20768
4,1.2,2,30156,18264
3,1.0,2,178566,1371
3,2.4,1,256291,1301
3,2.2,1,47760,49236
4,2.0,2,109942,6654
4,1.8,0,176419,2579
4,1.4,0,113885,4066
3,1.0,1,143799,3067
1,1.8,2,112992,4475
3,1.8,1,190694,3470
4,1.8,2,84855,12800
3,1.4,1,83062,9157
4,2.0,2,120849,3491
3,1.0,1,183403,1571
1,1.4,0,10551,42175
4,1.4,2,13954,27379
3,1.0,1,110737,3460
1,2.0,2,230386,1257
0,2.4,0,275595,902
